Gene	T1	T2	log2FoldChange	Colour
ENSG00000197020.11	4	12	0.459785067436377	Not
ENSG00000197021.9	4	12	0.190944108564977	Not
ENSG00000197024.8	4	12	-0.144781292412877	Not
ENSG00000197037.11	4	12	-0.0132486325225628	Not
ENSG00000197043.14	4	12	0.291128712246509	Not
ENSG00000197044.11	4	12	1.29397035290972	Significant
ENSG00000197045.13	4	12	-0.685611354348048	Not
ENSG00000197046.11	4	12	-1.51410194562611	Not
ENSG00000197050.11	4	12	0.0652999955155834	Not
ENSG00000197054.11	4	12	0.680455047779182	Not
ENSG00000197056.11	4	12	-0.270717153939254	Not
ENSG00000197057.9	4	12	0	Not
ENSG00000197061.4	4	12	1.47714544687951	Significant
ENSG00000197062.11	4	12	0.100309504759488	Not
ENSG00000197063.11	4	12	0.0827532418081356	Not
ENSG00000197070.14	4	12	0.00202991048951892	Not
ENSG00000197077.13	4	12	-0.0542593570255891	Not
ENSG00000197079.8	4	12	-0.373608626066385	Not
ENSG00000197081.13	4	12	-0.584510182810426	Not
ENSG00000197083.11	4	12	1.15826092473552	Not
ENSG00000197085.11	4	12	-0.581588027867744	Not
ENSG00000197093.11	4	12	0.812624552586894	Not
ENSG00000197099.8	4	12	-0.0257412781488618	Not
ENSG00000197102.12	4	12	-0.112517784275508	Not
ENSG00000197106.7	4	12	-0.538684614376823	Not
ENSG00000197110.8	4	12	9.7374563734044	Significant
ENSG00000197111.15	4	12	0.0769284600871888	Not
ENSG00000197114.11	4	12	0.155766320221038	Not
ENSG00000197119.13	4	12	-0.0894243431771083	Not
ENSG00000197121.15	4	12	0.0562677876460779	Not
ENSG00000197122.11	4	12	0.331115655098343	Not
ENSG00000197123.9	4	12	0	Not
ENSG00000197124.12	4	12	0.439836834138113	Not
ENSG00000197125.3	4	12	-0.373608626066385	Not
ENSG00000197128.11	4	12	0.151053431365179	Not
ENSG00000197134.12	4	12	0.653377095125972	Not
ENSG00000197136.4	4	12	-0.168173429557693	Not
ENSG00000197140.15	4	12	-0.847377728471012	Not
ENSG00000197142.10	4	12	-0.485139323766608	Significant
ENSG00000197147.13	4	12	-0.32639831083056	Not
ENSG00000197149.5	4	12	0.121091032602201	Not
ENSG00000197150.12	4	12	0.113219188288309	Not
ENSG00000197153.4	4	12	2.16409410625832	Significant
ENSG00000197157.11	4	12	-0.042835496155128	Not
ENSG00000197161.7	4	12	0	Not
ENSG00000197162.9	4	12	-0.148250706582527	Not
ENSG00000197165.11	4	12	-2.99568900761788	Not
ENSG00000197168.13	4	12	1.60837814928171	Not
ENSG00000197170.10	4	12	-0.369674754438786	Not
ENSG00000197171.6	4	12	0	Not
ENSG00000197172.10	4	12	0	Not
ENSG00000197176.7	4	12	0	Not
ENSG00000197177.15	4	12	0	Not
ENSG00000197180.2	4	12	-0.567783994351894	Not
ENSG00000197181.12	4	12	-1.1368774074685	Not
ENSG00000197182.14	4	12	0.219974898103736	Not
ENSG00000197183.14	4	12	0.0326939496016837	Not
ENSG00000197191.5	4	12	0.562415206383163	Not
ENSG00000197208.6	4	12	0.458077981786316	Not
ENSG00000197213.9	4	12	-1.1368774074685	Not
ENSG00000197214.5	4	12	0	Not
ENSG00000197217.13	4	12	-0.128021431751362	Not
ENSG00000197223.11	4	12	-0.0429511330819162	Not
ENSG00000197226.12	4	12	-0.075749233695042	Not
ENSG00000197238.4	4	12	1.5707002617754	Significant
ENSG00000197245.6	4	12	3.41699443023036	Not
ENSG00000197249.13	4	12	0.00215850059535313	Not
ENSG00000197251.3	4	12	0	Not
ENSG00000197253.13	4	12	-0.373608626066385	Not
ENSG00000197254.4	4	12	0	Not
ENSG00000197256.10	4	12	0.22438334008167	Not
ENSG00000197258.5	4	12	-0.101212212943249	Not
ENSG00000197261.11	4	12	-0.107162372944641	Not
ENSG00000197265.9	4	12	0.380618746342975	Not
ENSG00000197272.2	4	12	-1.1368774074685	Not
ENSG00000197275.14	4	12	0.497608435183477	Not
ENSG00000197279.4	4	12	-0.170527206569595	Not
ENSG00000197283.16	4	12	-0.347172972785431	Not
ENSG00000197291.8	4	12	0	Not
ENSG00000197296.6	4	12	-0.547283545913596	Not
ENSG00000197299.12	4	12	0.634986777237517	Significant
ENSG00000197301.7	4	12	-0.373608626066385	Not
ENSG00000197302.10	4	12	-0.8834951110717	Not
ENSG00000197308.9	4	12	-1.1368774074685	Not
ENSG00000197309.3	4	12	0	Not
ENSG00000197312.12	4	12	-0.228655129371156	Not
ENSG00000197320.5	4	12	0	Not
ENSG00000197321.14	4	12	-0.362046511510583	Significant
ENSG00000197322.3	4	12	2.36985664240372	Not
ENSG00000197323.12	4	12	0.0244587561591292	Not
ENSG00000197324.9	4	12	-0.104003675015107	Not
ENSG00000197329.12	4	12	1.03516613682479	Significant
ENSG00000197332.8	4	12	-0.00773152041137887	Not
ENSG00000197334.2	4	12	-0.373608626066385	Not
ENSG00000197343.11	4	12	-1.1368774074685	Not
ENSG00000197345.13	4	12	0.032203035938761	Not
ENSG00000197353.3	4	12	0	Not
ENSG00000197355.11	4	12	-0.274301848178495	Not
ENSG00000197358.9	4	12	-0.897851619365216	Not
ENSG00000197361.7	4	12	-1.03199814464514	Not
ENSG00000197362.14	4	12	-0.394907261837269	Not
ENSG00000197363.9	4	12	-0.331368879364053	Not
ENSG00000197372.9	4	12	0.0614502112189793	Not
ENSG00000197375.12	4	12	0.188754294592518	Not
ENSG00000197376.3	4	12	0	Not
ENSG00000197380.11	4	12	-0.373608626066385	Not
ENSG00000197381.16	4	12	-0.390872378257776	Not
ENSG00000197385.5	4	12	-0.590312411846481	Not
ENSG00000197386.12	4	12	0.0720695013047046	Not
ENSG00000197403.4	4	12	0	Not
ENSG00000197405.8	4	12	1.13709532137337	Not
ENSG00000197406.7	4	12	-1.03790579741349	Not
ENSG00000197408.10	4	12	0.511041998314683	Not
ENSG00000197409.7	4	12	2.22394864986021	Significant
ENSG00000197410.13	4	12	-0.272524655359091	Not
ENSG00000197415.12	4	12	0.474619457849894	Not
ENSG00000197416.4	4	12	0.812624552586894	Not
ENSG00000197417.7	4	12	0.192853171553696	Not
ENSG00000197428.3	4	12	-0.758136687008268	Not
ENSG00000197429.10	4	12	0.0946640921237383	Not
ENSG00000197430.11	4	12	-0.373608626066385	Not
ENSG00000197437.4	4	12	0	Not
ENSG00000197442.10	4	12	0.219620959709576	Not
ENSG00000197444.10	4	12	-0.969845510870851	Not
ENSG00000197446.9	4	12	2.36985664240372	Not
ENSG00000197448.14	4	12	-0.0607512237842681	Not
ENSG00000197451.12	4	12	-0.0925912815886806	Not
ENSG00000197457.10	4	12	0.0344366338303064	Not
ENSG00000197461.13	4	12	-0.0852057129849954	Not
ENSG00000197462.3	4	12	0	Not
ENSG00000197465.14	4	12	0	Not
ENSG00000197467.14	4	12	-2.13746713197709	Not
ENSG00000197468.5	4	12	0	Not
ENSG00000197471.12	4	12	0	Not
ENSG00000197472.15	4	12	0.481275330677759	Not
ENSG00000197475.11	4	12	0	Not
ENSG00000197476.3	4	12	0	Not
ENSG00000197479.6	4	12	-1.11634389740571	Not
ENSG00000197483.10	4	12	0.338100465007418	Not
ENSG00000197487.8	4	12	0	Not
ENSG00000197496.6	4	12	-0.278154436698369	Not
ENSG00000197497.11	4	12	4.28110790731719	Not
ENSG00000197498.13	4	12	-0.289791704265038	Not
ENSG00000197506.7	4	12	0.569281858512254	Not
ENSG00000197520.10	4	12	0.0262809082552922	Not
ENSG00000197530.12	4	12	0.379541909830666	Not
ENSG00000197532.2	4	12	0.0179313532368375	Not
ENSG00000197535.14	4	12	-0.527502072075852	Not
ENSG00000197536.11	4	12	1.3777191402225	Significant
ENSG00000197540.8	4	12	0.668143137751106	Not
ENSG00000197548.12	4	12	0.295094567691756	Not
ENSG00000197549.9	4	12	-1.1368774074685	Not
ENSG00000197550.3	4	12	3.28183579533899	Not
ENSG00000197555.9	4	12	0.168263979244536	Not
ENSG00000197557.7	4	12	-0.521123635974893	Not
ENSG00000197558.11	4	12	0.668143137751106	Not
ENSG00000197562.10	4	12	0.0972339403565406	Not
ENSG00000197563.11	4	12	0.00624964658065765	Not
ENSG00000197565.15	4	12	-2.29844913053886	Not
ENSG00000197566.10	4	12	0.0813035904160442	Not
ENSG00000197568.14	4	12	0.212680277300502	Not
ENSG00000197575.6	4	12	0	Not
ENSG00000197576.13	4	12	1.16560879641868	Not
ENSG00000197579.8	4	12	0.273944944812487	Not
ENSG00000197580.11	4	12	-0.258213896655974	Not
ENSG00000197582.5	4	12	0.11626329207168	Not
ENSG00000197584.12	4	12	-0.373608626066385	Not
ENSG00000197586.12	4	12	-0.0225701659738177	Not
ENSG00000197587.10	4	12	1.24615489316386	Not
ENSG00000197588.9	4	12	1.31377891838925	Not
ENSG00000197594.13	4	12	0.698398533511635	Not
ENSG00000197595.4	4	12	0	Not
ENSG00000197599.12	4	12	1.62347123562819	Not
ENSG00000197601.13	4	12	-0.187120467709015	Not
ENSG00000197603.14	4	12	0.102609941059149	Not
ENSG00000197608.11	4	12	0.0334747132069264	Not
ENSG00000197614.11	4	12	-1.70924353625037	Not
ENSG00000197616.12	4	12	-0.373608626066385	Not
ENSG00000197619.14	4	12	0.444673386831984	Not
ENSG00000197620.11	4	12	-0.132623881928158	Not
ENSG00000197622.13	4	12	-0.0722492385357912	Not
ENSG00000197629.5	4	12	-1.1368774074685	Not
ENSG00000197632.9	4	12	-1.23045211034807	Significant
ENSG00000197635.10	4	12	-0.119171066730225	Not
ENSG00000197641.11	4	12	-2.90355592492101	Not
ENSG00000197646.7	4	12	-1.51410194562611	Not
ENSG00000197647.11	4	12	1.13755328718604	Not
ENSG00000197651.4	4	12	2.36985664240372	Not
ENSG00000197653.15	4	12	-0.797701422092232	Not
ENSG00000197658.9	4	12	0	Not
ENSG00000197694.15	4	12	-0.287551722974561	Not
ENSG00000197696.10	4	12	0.0721993218783574	Not
ENSG00000197702.13	4	12	-0.661552050924086	Not
ENSG00000197705.9	4	12	0.53685433519787	Not
ENSG00000197706.3	4	12	1.02656980490672	Not
ENSG00000197712.12	4	12	-0.200504423080269	Not
ENSG00000197713.15	4	12	-0.0421419463143167	Not
ENSG00000197714.9	4	12	-0.285510887754451	Not
ENSG00000197721.16	4	12	0.668143137751106	Not
ENSG00000197724.11	4	12	-0.0773837913513659	Not
ENSG00000197728.11	4	12	0.066122705952647	Not
ENSG00000197734.9	4	12	-2.20917050941268	Not
ENSG00000197744.5	4	12	-0.0367686435863169	Not
ENSG00000197746.14	4	12	-0.446540152182495	Significant
ENSG00000197747.9	4	12	-0.161576264343916	Not
ENSG00000197748.12	4	12	-0.344848081022878	Not
ENSG00000197753.10	4	12	-0.271631364947447	Not
ENSG00000197756.9	4	12	-0.128981858274031	Not
ENSG00000197757.8	4	12	0	Not
ENSG00000197763.16	4	12	-0.254019926558834	Not
ENSG00000197766.7	4	12	-0.00395094246335884	Not
ENSG00000197768.10	4	12	0	Not
ENSG00000197769.5	4	12	2.51934885688343	Not
ENSG00000197771.12	4	12	-0.109607765495396	Not
ENSG00000197774.12	4	12	-0.217471483581169	Not
ENSG00000197776.8	4	12	-1.44913630282978	Not
ENSG00000197779.13	4	12	-0.0722318414881596	Not
ENSG00000197780.9	4	12	-0.771959647585428	Not
ENSG00000197782.14	4	12	0.0881208265844211	Not
ENSG00000197785.13	4	12	-0.164366858244311	Not
ENSG00000197790.1	4	12	0	Not
ENSG00000197798.9	4	12	0.0601884852427437	Not
ENSG00000197808.12	4	12	-0.173571530628276	Not
ENSG00000197813.5	4	12	0.21969223936826	Not
ENSG00000197815.4	4	12	0	Not
ENSG00000197816.13	4	12	-0.897146028827559	Not
ENSG00000197818.11	4	12	-0.163128408175898	Not
ENSG00000197822.11	4	12	-0.00456906515020879	Not
ENSG00000197826.11	4	12	-0.373608626066385	Not
ENSG00000197837.3	4	12	1.55247306095459	Significant
ENSG00000197838.4	4	12	-2.20917050941268	Not
ENSG00000197841.15	4	12	-0.0344584346751123	Not
ENSG00000197847.12	4	12	-0.596618916944193	Not
ENSG00000197849.6	4	12	2.36985664240372	Not
ENSG00000197852.11	4	12	0.353059151572497	Not
ENSG00000197857.13	4	12	0.643240586507456	Not
ENSG00000197858.11	4	12	0.526121130454052	Not
ENSG00000197859.10	4	12	0.668143137751106	Not
ENSG00000197860.10	4	12	-0.705555637653486	Not
ENSG00000197863.9	4	12	-0.314513445889321	Not
ENSG00000197866.3	4	12	0	Not
ENSG00000197872.11	4	12	-1.98132585148555	Not
ENSG00000197879.16	4	12	-0.0581723316612217	Not
ENSG00000197880.8	4	12	0	Not
ENSG00000197885.10	4	12	-0.547321313519628	Not
ENSG00000197888.2	4	12	3.54115822352693	Not
ENSG00000197889.10	4	12	2.06252802841726	Not
ENSG00000197891.12	4	12	0	Not
ENSG00000197892.13	4	12	-0.0861692742835499	Not
ENSG00000197893.13	4	12	-0.373608626066385	Not
ENSG00000197894.11	4	12	-0.182926038203632	Not
ENSG00000197901.11	4	12	0	Not
ENSG00000197903.7	4	12	1.03380656719646	Significant
ENSG00000197905.9	4	12	0.106390977573231	Not
ENSG00000197912.15	4	12	0.0857628476614206	Not
ENSG00000197915.6	4	12	0	Not
ENSG00000197919.5	4	12	0	Not
ENSG00000197927.12	4	12	-0.345820873702274	Not
ENSG00000197928.10	4	12	-1.1368774074685	Not
ENSG00000197930.13	4	12	-0.296326473828089	Not
ENSG00000197933.13	4	12	0.888084654305638	Not
ENSG00000197934.8	4	12	0	Not
ENSG00000197935.6	4	12	-1.63608132371417	Not
ENSG00000197937.12	4	12	0	Not
ENSG00000197938.5	4	12	0	Not
ENSG00000197943.10	4	12	0.461595357392177	Not
ENSG00000197948.11	4	12	-0.0502419381230421	Not
ENSG00000197951.9	4	12	0.360671641104858	Not
ENSG00000197953.5	4	12	2.36985664240372	Not
ENSG00000197956.10	4	12	-0.243614459968133	Not
ENSG00000197958.13	4	12	-0.132571030637898	Not
ENSG00000197959.14	4	12	0.031191206957212	Not
ENSG00000197961.11	4	12	-0.216190938149961	Not
ENSG00000197965.12	4	12	-0.406323999575607	Not
ENSG00000197969.13	4	12	0.0590458871373176	Not
ENSG00000197971.15	4	12	-0.0259042408274647	Not
ENSG00000197976.12	4	12	-0.0711500983177731	Not
ENSG00000197977.4	4	12	-1.11443510964224	Not
ENSG00000197978.9	4	12	0.0373969069489107	Not
ENSG00000197980.12	4	12	0.298671960450196	Not
ENSG00000197982.14	4	12	-0.028819856470809	Not
ENSG00000197984.4	4	12	-0.373608626066385	Not
ENSG00000197989.14	4	12	-0.0224005917948323	Not
ENSG00000197991.11	4	12	0	Not
ENSG00000197992.7	4	12	0	Not
ENSG00000197993.9	4	12	2.51934885688343	Not
ENSG00000198000.12	4	12	0.0217975924577695	Not
ENSG00000198001.13	4	12	0.301633045155375	Not
ENSG00000198003.12	4	12	0.108687976696507	Not
ENSG00000198010.12	4	12	-0.373608626066385	Not
ENSG00000198015.13	4	12	-0.325306524122661	Not
ENSG00000198018.7	4	12	-0.0792175519385023	Not
ENSG00000198019.12	4	12	0	Not
ENSG00000198022.6	4	12	0	Not
ENSG00000198026.8	4	12	0.637409268631326	Not
ENSG00000198028.3	4	12	-0.373608626066385	Not
ENSG00000198034.11	4	12	-0.0562757337550658	Not
ENSG00000198039.11	4	12	0.824872376488055	Not
ENSG00000198040.10	4	12	-0.188378402060994	Not
ENSG00000198042.11	4	12	-0.434652606880313	Significant
ENSG00000198046.12	4	12	-0.577048912869718	Not
ENSG00000198049.7	4	12	2.6661027634863	Not
ENSG00000198053.11	4	12	0.0196449536002597	Not
ENSG00000198054.12	4	12	0	Not
ENSG00000198055.11	4	12	0.449289927253842	Not
ENSG00000198056.14	4	12	0.265333065661908	Not
ENSG00000198060.10	4	12	0.113312784122449	Not
ENSG00000198064.13	4	12	-1.51370146737027	Not
ENSG00000198074.10	4	12	-0.73708607965257	Significant
ENSG00000198075.10	4	12	-0.373608626066385	Not
ENSG00000198077.10	4	12	0	Not
ENSG00000198081.11	4	12	-0.0431959997318537	Not
ENSG00000198087.7	4	12	0.338890118139685	Significant
ENSG00000198088.10	4	12	0.236956825054713	Not
ENSG00000198089.15	4	12	-0.0388891222162731	Not
ENSG00000198090.3	4	12	0	Not
ENSG00000198092.5	4	12	3.28183579533899	Not
ENSG00000198093.11	4	12	0.39181987011378	Not
ENSG00000198099.8	4	12	0	Not
ENSG00000198105.14	4	12	-0.569566715467721	Not
ENSG00000198106.8	4	12	-0.0341188645290481	Not
ENSG00000198108.4	4	12	0.495384343676473	Not
ENSG00000198113.3	4	12	0.0138461763412031	Not
ENSG00000198121.13	4	12	0.935675047079085	Not
ENSG00000198125.13	4	12	0.0285171372180118	Not
ENSG00000198128.4	4	12	0	Not
ENSG00000198130.16	4	12	0.194363080521534	Not
ENSG00000198131.14	4	12	0.0409919718847698	Not
ENSG00000198133.8	4	12	-0.925503299099706	Not
ENSG00000198134.3	4	12	-0.0858684949829967	Not
ENSG00000198142.5	4	12	-0.548487524073818	Not
ENSG00000198146.4	4	12	-0.501112087776373	Not
ENSG00000198153.8	4	12	-0.373608626066385	Not
ENSG00000198155.5	4	12	0.89934886532422	Not
ENSG00000198156.10	4	12	-3.87805556498495	Not
ENSG00000198157.10	4	12	1.03342232509258	Significant
ENSG00000198160.14	4	12	0.195044915146913	Not
ENSG00000198162.12	4	12	-0.171820121419212	Not
ENSG00000198168.9	4	12	0.184976379813183	Not
ENSG00000198169.9	4	12	-0.459227031463905	Not
ENSG00000198171.13	4	12	0.109898745524508	Not
ENSG00000198173.4	4	12	-1.8244889859135	Not
ENSG00000198176.13	4	12	-0.056019796666723	Not
ENSG00000198178.10	4	12	0	Not
ENSG00000198182.13	4	12	-0.377152334011267	Not
ENSG00000198183.12	4	12	0	Not
ENSG00000198185.11	4	12	2.36985664240372	Not
ENSG00000198189.11	4	12	-0.0746882888133484	Not
ENSG00000198198.16	4	12	0.0530511772905952	Not
ENSG00000198203.10	4	12	0.692007020913725	Not
ENSG00000198205.6	4	12	0.129693013938067	Not
ENSG00000198208.11	4	12	-0.711192337004474	Not
ENSG00000198211.8	4	12	-0.753335990522628	Significant
ENSG00000198216.12	4	12	-2.90355592492101	Not
ENSG00000198218.11	4	12	0.205319865560172	Not
ENSG00000198221.8	4	12	0.693672982033496	Not
ENSG00000198223.16	4	12	-0.875999091707008	Not
ENSG00000198225.5	4	12	-0.763038780027495	Not
ENSG00000198231.13	4	12	-0.153583377716074	Not
ENSG00000198237.8	4	12	0.0808890994017574	Not
ENSG00000198242.14	4	12	-0.157691769996264	Not
ENSG00000198246.9	4	12	-0.0196319879568148	Not
ENSG00000198252.12	4	12	-0.224789668162807	Not
ENSG00000198258.10	4	12	0.0850900022452035	Not
ENSG00000198261.3	4	12	-2.41205856575472	Not
ENSG00000198265.12	4	12	0.449037710414295	Not
ENSG00000198270.13	4	12	0.291799584747589	Not
ENSG00000198276.16	4	12	-0.248166735433382	Not
ENSG00000198277.6	4	12	-0.373608626066385	Not
ENSG00000198283.2	4	12	-0.758136687008268	Not
ENSG00000198286.9	4	12	-0.275405049913693	Not
ENSG00000198298.13	4	12	-0.26269715475759	Not
ENSG00000198300.14	4	12	4.81333152842646	Not
ENSG00000198301.12	4	12	-0.430548348542389	Not
ENSG00000198315.11	4	12	-0.267088705540143	Not
ENSG00000198324.13	4	12	-0.465504643628725	Not
ENSG00000198326.9	4	12	0	Not
ENSG00000198331.10	4	12	0.334194455715783	Not
ENSG00000198336.9	4	12	0.812624552586894	Not
ENSG00000198342.10	4	12	1.42379052168121	Not
ENSG00000198346.11	4	12	-1.1368774074685	Not
ENSG00000198353.8	4	12	3.28183579533899	Not
ENSG00000198354.7	4	12	0	Not
ENSG00000198355.5	4	12	1.33953652690816	Significant
ENSG00000198356.11	4	12	0.00666601298495411	Not
ENSG00000198358.4	4	12	0	Not
ENSG00000198363.18	4	12	-0.500941434935154	Significant
ENSG00000198367.3	4	12	0	Not
ENSG00000198369.10	4	12	-0.248801027449897	Not
ENSG00000198373.12	4	12	0.109043338517286	Not
ENSG00000198380.12	4	12	-0.319182843228065	Not
ENSG00000198382.9	4	12	0.448525868627484	Not
ENSG00000198393.8	4	12	-0.405693486464475	Not
ENSG00000198398.2	4	12	1.02656980490672	Not
ENSG00000198399.14	4	12	0.364468044048764	Not
ENSG00000198400.11	4	12	-0.577048912869718	Not
ENSG00000198406.7	4	12	0.204381443318896	Not
ENSG00000198408.14	4	12	0.204276837407187	Not
ENSG00000198414.5	4	12	2.36985664240372	Not
ENSG00000198416.9	4	12	-1.16805649440727	Not
ENSG00000198417.7	4	12	-1.74153300633538	Significant
ENSG00000198420.10	4	12	0.0588027889416473	Not
ENSG00000198429.9	4	12	0.514982012294878	Not
ENSG00000198431.16	4	12	0.138385921767505	Not
ENSG00000198435.4	4	12	-0.0419096704802987	Not
ENSG00000198440.9	4	12	-0.120303955473694	Not
ENSG00000198443.6	4	12	0	Not
ENSG00000198453.13	4	12	0.0733906586228911	Not
ENSG00000198455.4	4	12	-0.457226244964517	Not
ENSG00000198464.14	4	12	-0.242748415975416	Not
ENSG00000198466.12	4	12	0.0253787988770923	Not
ENSG00000198467.14	4	12	-0.0939724799278858	Not
ENSG00000198468.8	4	12	0.529782917718793	Not
ENSG00000198471.1	4	12	-1.8244889859135	Not
ENSG00000198478.8	4	12	-0.0543818299436284	Not
ENSG00000198482.12	4	12	0	Not
ENSG00000198483.13	4	12	1.26002815756098	Not
ENSG00000198488.10	4	12	0	Not
ENSG00000198491.3	4	12	0	Not
ENSG00000198492.16	4	12	-0.198161135369766	Not
ENSG00000198496.11	4	12	-0.47860359274144	Not
ENSG00000198498.10	4	12	-0.206602199113242	Not
ENSG00000198502.6	4	12	-0.435866367913902	Not
ENSG00000198513.11	4	12	-0.201058478090827	Not
ENSG00000198515.13	4	12	1.3505938825586	Not
ENSG00000198517.10	4	12	-0.141563067814686	Not
ENSG00000198520.12	4	12	-1.69168943886208	Not
ENSG00000198521.11	4	12	0.341935975700984	Not
ENSG00000198522.13	4	12	-0.0597304718287162	Not
ENSG00000198523.6	4	12	0	Not
ENSG00000198526.7	4	12	0	Not
ENSG00000198535.5	4	12	2.19214309326217	Significant
ENSG00000198538.11	4	12	-0.13860357314273	Not
ENSG00000198542.14	4	12	-0.373608626066385	Not
ENSG00000198546.15	4	12	-0.263517810497792	Not
ENSG00000198547.8	4	12	0	Not
ENSG00000198551.10	4	12	0.528898389041749	Not
ENSG00000198553.9	4	12	-0.0671684623418195	Not
ENSG00000198554.12	4	12	0.560680097873816	Not
ENSG00000198556.14	4	12	-0.242727464776115	Not
ENSG00000198561.13	4	12	0.0101075785003237	Not
ENSG00000198563.14	4	12	0.423609628936457	Significant
ENSG00000198569.9	4	12	0.260876468669705	Not
ENSG00000198570.5	4	12	0	Not
ENSG00000198574.6	4	12	0	Not
ENSG00000198576.4	4	12	-0.439962225301265	Not
ENSG00000198580.7	4	12	-1.44924233917185	Not
ENSG00000198585.11	4	12	-0.0168406444739866	Not
ENSG00000198586.14	4	12	0.168871701027259	Not
ENSG00000198589.12	4	12	0.400601788379182	Significant
ENSG00000198590.11	4	12	-0.0166138185222755	Not
ENSG00000198598.6	4	12	1.05745631067528	Not
ENSG00000198604.11	4	12	0.244523964398322	Not
ENSG00000198610.11	4	12	1.16560879641868	Not
ENSG00000198612.11	4	12	-0.254181378639188	Not
ENSG00000198618.5	4	12	-0.0326612947948556	Not
ENSG00000198624.13	4	12	0.455574740952733	Not
ENSG00000198625.13	4	12	0.125322669538783	Not
ENSG00000198626.16	4	12	-0.473182351349134	Not
ENSG00000198633.10	4	12	0	Not
ENSG00000198642.6	4	12	0.0446652386520222	Not
ENSG00000198643.7	4	12	-1.6721831090546	Not
ENSG00000198646.14	4	12	0.199723131094101	Not
ENSG00000198648.11	4	12	-0.0790757669097598	Not
ENSG00000198650.11	4	12	-1.68583431164103	Not
ENSG00000198658.4	4	12	-0.96401838683938	Not
ENSG00000198663.16	4	12	-0.113277585601591	Not
ENSG00000198668.11	4	12	-0.209035846703086	Not
ENSG00000198670.11	4	12	0.37742203922408	Not
ENSG00000198671.3	4	12	0	Not
ENSG00000198673.10	4	12	0.162478103582329	Not
ENSG00000198677.11	4	12	-0.182663249129002	Not
ENSG00000198680.4	4	12	-0.0917482259931107	Not
ENSG00000198682.13	4	12	-0.0598048182960427	Not
ENSG00000198685.3	4	12	-0.373608626066385	Not
ENSG00000198689.11	4	12	0.170888868913038	Not
ENSG00000198690.9	4	12	-0.116690450940853	Not
ENSG00000198691.13	4	12	0.797789720319312	Not
ENSG00000198700.10	4	12	0.116592979667174	Not
ENSG00000198703.2	4	12	0	Not
ENSG00000198704.9	4	12	0	Not
ENSG00000198707.15	4	12	0.012359921793849	Not
ENSG00000198711.5	4	12	0	Not
ENSG00000198715.13	4	12	0.0994530827933893	Not
ENSG00000198718.13	4	12	0.380419899171278	Not
ENSG00000198719.9	4	12	2.36985664240372	Not
ENSG00000198720.13	4	12	-0.873521846382355	Not
ENSG00000198721.12	4	12	0.292285479296595	Not
ENSG00000198722.14	4	12	0.0926442126110261	Not
ENSG00000198723.11	4	12	-2.20917050941268	Not
ENSG00000198728.10	4	12	0.0526406000111517	Not
ENSG00000198729.5	4	12	-0.879770500311752	Not
ENSG00000198730.9	4	12	-0.0127312604594973	Not
ENSG00000198732.10	4	12	0.43366734804976	Not
ENSG00000198734.10	4	12	-0.22744421631911	Not
ENSG00000198736.11	4	12	0.328062209678599	Not
ENSG00000198739.11	4	12	2.36985664240372	Not
ENSG00000198740.8	4	12	-0.359563573324635	Not
ENSG00000198742.9	4	12	0.0497037634085215	Not
ENSG00000198743.7	4	12	-0.617938737770045	Significant
ENSG00000198744.5	4	12	1.77693420294438	Not
ENSG00000198746.13	4	12	0.233442281066669	Not
ENSG00000198752.11	4	12	-0.0735616413431487	Not
ENSG00000198753.12	4	12	0.581191399481264	Not
ENSG00000198754.5	4	12	-0.912092299518084	Not
ENSG00000198755.11	4	12	-0.0048241106399149	Not
ENSG00000198756.12	4	12	0.202600757582284	Not
ENSG00000198758.10	4	12	-0.36254450448786	Not
ENSG00000198759.12	4	12	2.11685549380321	Not
ENSG00000198765.12	4	12	0	Not
ENSG00000198768.10	4	12	0	Not
ENSG00000198771.11	4	12	-0.373608626066385	Not
ENSG00000198774.5	4	12	0.221399618986857	Not
ENSG00000198780.12	4	12	-0.404242228792674	Not
ENSG00000198783.6	4	12	0.128266660871085	Not
ENSG00000198785.5	4	12	0	Not
ENSG00000198788.8	4	12	1.02656980490672	Not
ENSG00000198791.12	4	12	-0.373598970505907	Not
ENSG00000198792.13	4	12	-0.498327994968867	Not
ENSG00000198793.12	4	12	0.179892610087373	Not
ENSG00000198794.12	4	12	-0.13135495044321	Not
ENSG00000198795.11	4	12	-2.11966055019464	Not
ENSG00000198796.7	4	12	0.812624552586894	Not
ENSG00000198797.7	4	12	1.9386355524386	Not
ENSG00000198799.12	4	12	0.0455582773793429	Not
ENSG00000198805.11	4	12	0.134971119544215	Not
ENSG00000198807.12	4	12	-0.0392636991241837	Not
ENSG00000198814.12	4	12	0.302945513434736	Not
ENSG00000198815.9	4	12	0.0507157380808132	Not
ENSG00000198816.7	4	12	0.0679672233370922	Not
ENSG00000198818.10	4	12	-0.163164898131237	Not
ENSG00000198821.10	4	12	-0.0304829351762505	Not
ENSG00000198822.10	4	12	3.28183579533899	Not
ENSG00000198824.7	4	12	-0.608053245482188	Not
ENSG00000198825.13	4	12	-0.0484033665362264	Not
ENSG00000198826.11	4	12	0.5125888673444	Not
ENSG00000198829.6	4	12	0.668143137751106	Not
ENSG00000198830.11	4	12	0.525680253476306	Not
ENSG00000198832.10	4	12	0.37742203922408	Not
ENSG00000198833.7	4	12	-0.333124037312947	Not
