mock_slope	cov1_slope	cov2_slope	oddSample	Ratio	sig_mock	sig_cov1	sig_cov2
ENSG00000170802.16	-0.0005895102796376	0.0259436319116446	0.0245780380691058	mock_slope	18.4378844265829	Not	Not	Significant
ENSG00000157557.12	-0.021423248519052	0.0507611835928558	0.0547197619499289	mock_slope	18.2738260281301	Significant	Significant	Significant
ENSG00000071282.12	0.0294077732267034	-0.0332210674271933	-0.0299610822812918	mock_slope	18.2242263196443	Significant	Not	Significant
ENSG00000140451.13	0.11954715582101	0.0781892818257928	0.0759242106799732	mock_slope	18.1871286132689	Significant	Not	Not
ENSG00000100201.21	0.00502409930653455	-0.0221945584722782	-0.020775396219798	mock_slope	18.1856423096003	Not	Significant	Significant
ENSG00000171992.13	0.00432502186268603	0.136951340319738	0.129946871079376	mock_slope	18.1487698283819	Not	Significant	Significant
ENSG00000111319.13	0.0426736409634129	-0.00891789756921259	-0.00622204691472814	mock_slope	18.1288093065045	Significant	Not	Not
ENSG00000113580.15	-0.0102901547510517	0.0452752502433641	0.0483509056236709	mock_slope	18.0956191830183	Not	Significant	Significant
ENSG00000092929.11	-0.0261433117283705	-0.0141272517982901	-0.0134584620569199	mock_slope	17.9627926900928	Significant	Not	Not
ENSG00000187546.14	0.0287493348568539	0.0797035111930654	0.082562782060825	mock_slope	17.8816030574662	Not	Not	Significant
ENSG00000075142.13	0.031484394782989	-0.0169757938907107	-0.0196909561529721	mock_slope	17.8495686043828	Significant	Not	Not
ENSG00000048052.21	0.00718160031620645	0.0780748603867226	0.0821022825081517	mock_slope	17.6761018338561	Not	Significant	Significant
ENSG00000137834.15	0.0360076013751659	0.00151755732241959	0.00337687795076568	mock_slope	17.5415636918077	Significant	Not	Not
ENSG00000168393.13	0.0258697585098555	-0.00406032078508624	-0.00576749981123814	mock_slope	17.528927904161	Significant	Not	Not
ENSG00000136514.3	0.005241712718734	0.205458898926833	0.217248852851131	mock_slope	17.4909086405995	Not	Significant	Significant
ENSG00000090060.17	0.017696111509071	-0.0037770250518983	-0.00500708021716242	mock_slope	17.4558745421173	Significant	Not	Not
ENSG00000137959.16	0.0244582802998544	0.129881277075498	0.124108389795024	mock_slope	17.4299054620605	Not	Significant	Significant
ENSG00000156381.9	0.0158263363403277	-0.0413052716312738	-0.0381785457713699	mock_slope	17.2929571000123	Not	Significant	Not
ENSG00000100994.12	-0.0066861339824215	-0.0337078588539289	-0.032221437360595	mock_slope	17.1902789002967	Not	Significant	Significant
ENSG00000162645.13	0.0131173260327681	0.0791675980952511	0.0755079446439853	mock_slope	17.1111124141196	Not	Significant	Significant
ENSG00000183709.7	-0.125831129635995	0.408267403520107	0.375459226692506	mock_slope	17.0305565268243	Not	Significant	Significant
ENSG00000075643.6	0.00470073380575788	0.0201958212326503	0.0193318601141825	mock_slope	16.9388042544889	Not	Not	Significant
ENSG00000187134.14	-0.063164719301395	-0.0756090574817677	-0.0763519785357681	mock_slope	16.7663205831199	Significant	Not	Significant
ENSG00000140262.17	0.00982523464241835	0.031565254216314	0.0328635048237788	mock_slope	16.7551718436464	Not	Not	Significant
ENSG00000205403.13	0.0521512053399795	-0.00793301345122552	-0.00453303156766004	mock_slope	16.6586941785442	Significant	Not	Not
ENSG00000242802.8	-0.02680996685673	0.0336338627255084	0.0372758370497426	mock_slope	16.6120770372012	Significant	Not	Not
ENSG00000067057.17	-0.0198598261656125	-0.0262067308424147	-0.0265907284762095	mock_slope	16.5311925396786	Significant	Not	Significant
ENSG00000164985.15	0.0290677319068017	0.0130614730024959	0.0139768333050042	mock_slope	16.4813612977127	Significant	Not	Significant
ENSG00000260035.1	0.0057133533724271	0.0370563955265922	0.0389600450993993	mock_slope	16.479619474203	Not	Not	Significant
ENSG00000134343.13	-0.159000620112769	0.0778269909813536	0.0922752880481753	mock_slope	16.4072994798228	Not	Not	Significant
ENSG00000204574.13	0.00483212724342149	0.0225573592384614	0.0215371001705834	mock_slope	16.3779983167616	Not	Not	Significant
ENSG00000245556.2	-0.0098933118553824	0.0498649278875763	0.0535230223449108	mock_slope	16.3681649151504	Not	Not	Significant
ENSG00000169499.15	0.0207868436066843	-0.0212224576527294	-0.0187752884087371	mock_slope	16.1708365441278	Significant	Not	Not
ENSG00000169302.16	0.0351446211330765	-0.00751575721732472	-0.0101533108812769	mock_slope	16.1699576971902	Significant	Not	Not
ENSG00000174574.16	0.00165895741949574	0.0382517517201009	0.0361133767201731	mock_slope	16.1273676419075	Not	Not	Significant
ENSG00000265241.6	-0.0233442048775104	-0.0301442891131144	-0.0305695912899953	mock_slope	15.9920648718824	Significant	Significant	Significant
ENSG00000072110.13	0.00919517002207255	-0.0210619916971769	-0.0192723482676165	mock_slope	15.9118055651245	Not	Significant	Significant
ENSG00000132823.11	0.00405996076248153	0.0462838393581322	0.0437475584082628	mock_slope	15.6686629427099	Not	Significant	Significant
ENSG00000128342.5	-0.0262168818676914	0.00650606447038024	0.00859629222770118	mock_slope	15.6531879513392	Significant	Not	Significant
ENSG00000127311.9	0.0321319109448615	0.0813655861498361	0.0845243791394699	mock_slope	15.6399886975731	Not	Significant	Significant
ENSG00000243753.5	-0.00617961558252585	0.134250144058453	0.143374477027514	mock_slope	15.598202933299	Not	Not	Significant
ENSG00000120318.16	0.0463502826332818	-0.0248615594306563	-0.0294589347939543	mock_slope	15.4927963933019	Significant	Not	Not
ENSG00000175592.8	-0.0733389762304465	-0.0168420611010828	-0.0131901017598539	mock_slope	15.4383469467609	Significant	Significant	Not
ENSG00000166750.10	0.0146245841860795	0.125031952648735	0.11819546022663	mock_slope	15.2929600912719	Not	Significant	Significant
ENSG00000111344.11	0.0382122575563386	-0.0126704563653861	-0.00953916606208837	mock_slope	15.245624734304	Significant	Not	Not
ENSG00000153048.11	0.0334528787842003	-0.00978084676699897	-0.00711613586093099	mock_slope	15.2209166904749	Significant	Not	Not
ENSG00000187889.13	0.117360921533359	0.307785707579678	0.295452007926794	mock_slope	15.0774549295732	Not	Not	Significant
ENSG00000150551.10	-0.0129758237062253	-0.0366348249509083	-0.0382149347808559	mock_slope	14.9840682717056	Not	Not	Significant
ENSG00000082497.12	0.050815393851943	-0.0621004008829399	-0.0550137321276692	mock_slope	14.9707904789356	Not	Not	Significant
ENSG00000148411.8	0.0224528968970397	-0.02607549024437	-0.0230353858977294	mock_slope	14.9691888212967	Not	Not	Significant
ENSG00000162772.17	-0.0114811967633559	0.217923880048238	0.233804883578803	mock_slope	14.9603619425189	Not	Significant	Significant
ENSG00000111335.12	0.0140760537043558	0.197184033425846	0.2097893973621	mock_slope	14.9215739912135	Not	Significant	Significant
ENSG00000143153.12	-0.00688219359603685	-0.0291667713411203	-0.0277551041884456	mock_slope	14.7930061563206	Not	Significant	Significant
ENSG00000117595.12	-0.0206359967199907	0.00995467399021349	0.0080000233122165	mock_slope	14.6497980025801	Not	Not	Significant
ENSG00000108439.10	-0.00472275269353156	-0.0260437132487172	-0.0246699110637357	mock_slope	14.5253924508658	Not	Significant	Not
ENSG00000064309.14	-0.00445332442710264	-0.0449909539664316	-0.0477890297635854	mock_slope	14.5080195520803	Not	Not	Significant
ENSG00000101298.15	-0.0444710321069739	0.112725117087104	0.123693393554962	mock_slope	14.4857794337106	Not	Not	Significant
ENSG00000263528.8	0.023450536364498	0.073785430888756	0.0705261043857967	mock_slope	14.4839233628516	Not	Significant	Significant
ENSG00000163840.10	0.0145683450770257	0.0933819904762269	0.0988671768309814	mock_slope	14.4517584268794	Not	Significant	Significant
ENSG00000083642.19	0.0301756092780256	0.0133153351225541	0.0144086096410239	mock_slope	14.4171222174526	Significant	Not	Not
ENSG00000198604.11	0.00110806211218066	0.0406734988413664	0.0434299791087136	mock_slope	14.3708559937034	Not	Significant	Significant
ENSG00000118263.15	0.060197605670649	-0.010353114618601	-0.0152903380843422	mock_slope	14.2771588616097	Significant	Not	Not
ENSG00000120802.13	0.0497023525863269	0.0324756063152534	0.0312603694098496	mock_slope	14.1657619670855	Significant	Significant	Significant
ENSG00000274641.1	0.0764741003427	0.0947524745092442	0.0960516707765324	mock_slope	14.0933574993889	Significant	Significant	Significant
ENSG00000148926.10	-0.0318104807629321	0.0786851600947115	0.0865765233751073	mock_slope	14.0757626346713	Not	Not	Significant
ENSG00000160209.19	0.00564737937767305	-0.0361737309697135	-0.0391494597946254	mock_slope	14.0686917456954	Not	Not	Significant
ENSG00000175416.13	-0.0407112424918144	-0.0341139268687389	-0.0336446593239328	mock_slope	14.0551643787577	Significant	Significant	Significant
ENSG00000065427.14	-0.00140410691174875	0.00877670661099505	0.00809850144714275	mock_slope	14.0121423031236	Not	Not	Significant
ENSG00000128951.14	-0.0064384555233075	-0.0279086803040742	-0.0264761430209934	mock_slope	13.9936378271133	Not	Significant	Significant
ENSG00000179094.16	0.0205322855226595	0.153498422405203	0.144509763172201	mock_slope	13.9863108993336	Not	Significant	Significant
ENSG00000136297.14	-0.0780433713670325	0.389113499567151	0.426740975745557	mock_slope	13.9181704156281	Not	Not	Significant
ENSG00000110092.3	-0.0371202268016217	-0.0560789431791966	-0.0548054904012814	mock_slope	13.9006125371192	Significant	Significant	Significant
ENSG00000241388.5	0.0372826959083265	-0.00272987595377847	-0.00560983975862748	mock_slope	13.8876843405597	Significant	Not	Not
ENSG00000114446.5	-0.027411220230741	0.0300064468985145	0.0261462306677706	mock_slope	13.8818408799273	Significant	Not	Not
ENSG00000125347.14	0.012355964711246	0.171697685856434	0.18342852293393	mock_slope	13.8658068312368	Not	Significant	Significant
ENSG00000158669.11	-0.017204725817843	0.0109968638630766	0.0130347697726551	mock_slope	13.8394664017856	Significant	Not	Not
ENSG00000237649.8	0.080396238196212	0.0585412754511709	0.0569551647831237	mock_slope	13.7579864684794	Significant	Significant	Significant
ENSG00000131797.12	-0.00080727169827736	0.0872147659181047	0.0811865153103976	mock_slope	13.668378636758	Not	Significant	Significant
ENSG00000066468.22	0.0304939633501163	0.0104895827291131	0.00901149320535723	mock_slope	13.5291015858112	Significant	Not	Not
ENSG00000164062.13	0.00284442448914213	-0.0218185186861508	-0.0201137262127594	mock_slope	13.4711572758696	Not	Significant	Significant
ENSG00000143771.12	-0.0135775414355925	-0.0372135695531899	-0.0389699140199848	mock_slope	13.4677316633573	Not	Not	Significant
ENSG00000182606.15	0.0323527576130091	0.00927904097936945	0.0108780074262564	mock_slope	13.4249741546873	Significant	Not	Not
ENSG00000277972.1	-0.0138703383027704	-0.0263831310440077	-0.0273179384800211	mock_slope	13.3894756843961	Not	Significant	Not
ENSG00000115170.13	0.0224470809950403	0.0572872528741829	0.0548552339548744	mock_slope	13.3464196833421	Not	Not	Significant
ENSG00000213512.3	-0.00775169616508405	0.306975420238913	0.332214879870573	mock_slope	13.3449571431668	Not	Not	Significant
ENSG00000078018.19	-0.0256403939817181	0.0300674399894641	0.0261768838752611	mock_slope	13.3263006644163	Significant	Significant	Significant
ENSG00000198743.7	-0.00450564319116647	-0.0352275760258986	-0.0375411526616348	mock_slope	13.2902736756588	Not	Significant	Not
ENSG00000062194.16	0.00892349331172405	0.065660815419423	0.069959474246585	mock_slope	13.2376136092904	Not	Significant	Significant
ENSG00000255248.8	-0.0426799656404725	0.249519605010324	0.227965985748782	mock_slope	13.0838539830889	Not	Not	Significant
ENSG00000141644.17	-0.00526197443531445	0.0400514249091341	0.0435256623109546	mock_slope	13.059295662797	Not	Significant	Significant
ENSG00000259976.3	0.0108568056784321	0.0686024684504851	0.0644813950276988	mock_slope	13.0482975553765	Not	Significant	Significant
ENSG00000145715.14	0.0366848844830482	0.0188039217263076	0.0174337152986358	mock_slope	13.0437306123533	Significant	Significant	Not
ENSG00000124134.9	0.0156397237332259	0.0321798503797179	0.033449073807297	mock_slope	13.0379743580311	Not	Not	Significant
ENSG00000178750.3	0.0135412654271433	0.13138664738822	0.1406644551399	mock_slope	12.8549076930173	Not	Not	Significant
ENSG00000225101.6	-0.048737173524886	0.274035829394834	0.300755038633101	mock_slope	12.8108429481322	Not	Not	Significant
ENSG00000104856.14	-0.00289770005686322	0.0922898425738908	0.0853539511794035	mock_slope	12.7943508870419	Not	Significant	Significant
ENSG00000212464.1	-0.0142214676798102	0.057715674614881	0.0524685985308126	mock_slope	12.73918162236	Not	Not	Significant
ENSG00000203760.8	0.068776293182434	0.0497214482897911	0.0511080458140291	mock_slope	12.7284873529441	Significant	Not	Significant
ENSG00000213639.10	-0.00399444067958031	-0.0343156999652102	-0.0320975621294389	mock_slope	12.6787047574241	Not	Significant	Not
ENSG00000051825.14	0.0492727890441472	0.0212924384631162	0.023344765800743	mock_slope	12.6224271463689	Significant	Not	Not
ENSG00000099622.14	-0.0311981347106653	-0.0203756835338853	-0.0195185107712295	mock_slope	12.6222606925432	Significant	Not	Not
ENSG00000165806.19	-0.00730051765203645	0.0588247969278791	0.0539402417866971	mock_slope	12.5667624837621	Not	Significant	Significant
ENSG00000179674.3	-0.0298572033372284	0.0740603260803778	0.0663711578064368	mock_slope	12.5626934574136	Significant	Significant	Significant
ENSG00000129048.6	0.0320510614897093	0.21384239454277	0.228774129237937	mock_slope	12.5491671813136	Not	Not	Significant
ENSG00000112742.10	0.082048874848599	0.0641121111566106	0.0626771736391475	mock_slope	12.4832717071524	Significant	Significant	Significant
ENSG00000281842.2	-0.0431832015481826	0.0880084215996254	0.0781368752124354	mock_slope	12.3558900749044	Not	Not	Significant
ENSG00000100162.15	0.0393771548255231	0.0223671462529247	0.0209872863278851	mock_slope	12.321099972047	Significant	Significant	Significant
ENSG00000171681.12	0.0345085761190397	0.0332472520708269	0.0331448525479979	mock_slope	12.3171107390111	Significant	Significant	Significant
ENSG00000014216.15	-0.0154933557431199	-0.0315874362568751	-0.0328991420712919	mock_slope	12.2752716869934	Not	Significant	Significant
ENSG00000152253.9	0.073651298429024	0.0378787050552568	0.0349673334525097	mock_slope	12.2640756792156	Significant	Significant	Significant
ENSG00000066027.12	0.0397699511032973	0.00620299265675331	0.00346129176159201	mock_slope	12.2357967159998	Significant	Not	Not
ENSG00000146859.6	-0.0118285519581637	0.161206269101361	0.175707014527916	mock_slope	12.1740747680185	Not	Significant	Significant
ENSG00000136881.11	0.0166892296427845	0.0618497305720941	0.0655726819512539	mock_slope	12.1587443823575	Not	Significant	Significant
ENSG00000163681.14	0.01347425014077	0.0301928897115512	0.0315754579929318	mock_slope	12.0979389615711	Not	Significant	Significant
ENSG00000112149.10	-0.0194115048937456	0.0715169684350231	0.0790653824386257	mock_slope	12.0978592504681	Not	Not	Significant
ENSG00000167460.16	-0.00384170946547489	-0.0323856050078011	-0.0347672106962017	mock_slope	11.9939164433187	Not	Not	Significant
ENSG00000183508.5	0.064840848756566	0.165653738073727	0.17418350620783	mock_slope	11.9913659431642	Not	Not	Significant
ENSG00000157593.19	-0.00979572496981145	-0.0233204854613024	-0.0222772481430048	mock_slope	11.9672094365263	Not	Significant	Not
ENSG00000133985.3	-0.0126648521280475	-0.0495767190864045	-0.0467253213170059	mock_slope	11.9611869813103	Not	Not	Significant
ENSG00000110619.17	0.00726207824326935	0.0426210670374076	0.0456024766711735	mock_slope	11.8742877823577	Not	Significant	Significant
ENSG00000131669.10	0.00471662218350929	0.0235508035803675	0.0220805908861903	mock_slope	11.8142473563603	Not	Not	Significant
ENSG00000105499.14	-0.0756691029543365	0.160108010896361	0.180583185046257	mock_slope	11.7748169250674	Not	Significant	Significant
ENSG00000144802.11	0.0141139673785095	0.102940813200074	0.110553817294565	mock_slope	11.7529090959093	Not	Significant	Significant
ENSG00000230453.9	0.031205765791124	0.0526286217837608	0.0544630090598386	mock_slope	11.6909820978156	Not	Not	Significant
ENSG00000167258.13	0.00951330426411195	0.0318619449180205	0.0337779621299668	mock_slope	11.6712002788462	Not	Significant	Significant
ENSG00000145425.10	-0.0132637250970973	-0.0261625015358787	-0.0272703324668162	mock_slope	11.646896097042	Not	Significant	Significant
ENSG00000163644.15	0.00125759599819505	0.150883046331527	0.138859370285896	mock_slope	11.6096277091689	Not	Significant	Significant
ENSG00000105486.14	0.0218980705904677	-0.00934818950540709	-0.00686721671069109	mock_slope	11.5936722839572	Significant	Significant	Significant
ENSG00000175121.11	0	0.414229098720112	0.377921747318854	mock_slope	11.5136951229708	Not	Not	Significant
ENSG00000122359.18	0.00135646398547068	-0.0233795642532238	-0.021400761818941	mock_slope	11.50462156106	Not	Significant	Significant
ENSG00000274210.1	0.0374985414684522	0.157628181097453	0.147880111686816	mock_slope	11.4778704723395	Not	Not	Significant
ENSG00000137275.14	-0.00640273220033575	0.0347534521563118	0.0383476343956698	mock_slope	11.4621685899051	Not	Not	Significant
ENSG00000250644.3	0.000645282632247955	-0.0440931550170575	-0.0480035928121617	mock_slope	11.4577342767621	Not	Significant	Significant
ENSG00000265972.5	-0.0297803580853206	0.0943289028613687	0.0842887670172601	mock_slope	11.4311853541851	Significant	Significant	Significant
ENSG00000106100.11	-0.00335944579895601	0.0466422538684021	0.0510277682746903	mock_slope	11.4210440936697	Not	Not	Significant
ENSG00000111331.13	0.00821667903574475	0.120823836094212	0.130863710773436	mock_slope	11.3347499916845	Not	Significant	Significant
ENSG00000197142.10	-0.0369806707145	-0.0134147074639062	-0.0153381888413228	mock_slope	11.2459196427651	Significant	Significant	Not
ENSG00000163399.16	-0.0146102687350949	-0.0489322832495842	-0.0519956364446135	mock_slope	11.2201853663957	Significant	Significant	Significant
ENSG00000100031.19	0.065341814616749	0.0191332814933081	0.0150011488882698	mock_slope	11.1641167276802	Significant	Not	Not
ENSG00000185215.9	0.014993622102348	0.11373024730056	0.105538026605232	mock_slope	11.1374459813597	Not	Significant	Significant
ENSG00000221676.1	0.00817943582288785	0.137911854433578	0.149795052183205	mock_slope	11.0690967070241	Not	Not	Significant
ENSG00000196639.6	-0.0194439601094247	0.0584371216174919	0.0519437386699509	mock_slope	11.0198569057648	Not	Significant	Not
ENSG00000110367.13	0.0294701359869833	0.00752079869432629	0.00552578944389843	mock_slope	10.9983915944712	Significant	Not	Not
ENSG00000156802.13	0.0343346997408164	0.0231226132748747	0.0221021886419485	mock_slope	10.9841063026619	Significant	Significant	Significant
ENSG00000135956.8	-0.0101441647932499	-0.0234962629741773	-0.0223708588148481	mock_slope	10.8669771849238	Not	Not	Significant
ENSG00000277224.2	0.0721066680664165	0.0833455107433391	0.0823957629039564	mock_slope	10.8430997299978	Significant	Significant	Significant
ENSG00000118246.14	-0.021239155592647	-0.00555702012079193	-0.00410851503218022	mock_slope	10.824517580461	Significant	Not	Not
ENSG00000124614.15	-0.0198879933290745	-0.0264427232735812	-0.0270515957202863	mock_slope	10.7672435776582	Significant	Significant	Significant
ENSG00000176597.12	-0.00262696323533915	0.0427590677887837	0.0469912168483273	mock_slope	10.7395570634746	Not	Significant	Significant
ENSG00000185565.12	0.13885290135149	0.0974015220443081	0.0935460058177093	mock_slope	10.6984661620469	Significant	Not	Not
ENSG00000164548.11	0.016502569035049	0.054428413984637	0.0579873008417092	mock_slope	10.675637396725	Not	Significant	Significant
ENSG00000120889.13	-0.0143961704642513	0.0423594247588692	0.0374927193471881	mock_slope	10.6752157166018	Not	Significant	Significant
ENSG00000106785.15	0.00274024437408273	0.0605710290916505	0.0660035169858715	mock_slope	10.6743636059546	Not	Significant	Significant
ENSG00000121691.6	0.0213901051602777	-0.0302253516686779	-0.0350665441274306	mock_slope	10.6705307149722	Significant	Significant	Not
ENSG00000111913.18	0.104450187758002	0.335048664393609	0.358098805864494	mock_slope	10.6531940241726	Not	Not	Significant
ENSG00000101057.16	0.0394360375922804	0.0167468287173065	0.0186945168287773	mock_slope	10.6432788255403	Significant	Significant	Significant
ENSG00000284779.1	-0.0097534324425389	0.256201967614398	0.282708044695855	mock_slope	10.5443642261432	Not	Not	Significant
ENSG00000197296.6	-0.0094653611248769	-0.0591172910235877	-0.0638458534740075	mock_slope	10.5256098737525	Not	Not	Significant
ENSG00000136108.15	0.0583226379479485	0.0492727275877892	0.0484132059185284	mock_slope	10.5235985205472	Significant	Not	Not
ENSG00000166851.15	0.0803728904882975	0.046415126553397	0.0431940295039298	mock_slope	10.520196613778	Significant	Not	Not
ENSG00000136824.19	0.0466024238658267	0.0120679922168268	0.0150653122837966	mock_slope	10.5128513661794	Significant	Not	Not
ENSG00000221491.2	-0.0406346737460174	0.0878057386491658	0.0764588576769601	mock_slope	10.3740107661439	Not	Not	Significant
ENSG00000163558.13	0.0223172857130748	-0.00635149649686356	-0.00912356558533108	mock_slope	10.3412744691676	Significant	Not	Not
ENSG00000266947.1	-0.0364038627044568	0.060239635989602	0.0696178406949352	mock_slope	10.339128949339	Not	Not	Significant
ENSG00000143507.18	-0.030908407086045	0.0418382189803567	0.0354147349076809	mock_slope	10.3367041893554	Significant	Not	Not
ENSG00000010030.14	-0.00434515357830181	0.223568973389331	0.246492303247198	mock_slope	10.3255017146009	Not	Significant	Significant
ENSG00000179981.10	0.0517559576275185	-0.00973419928206366	-0.00425240898472768	mock_slope	10.2092704311626	Significant	Not	Not
ENSG00000159202.18	0.00139695813127135	0.0356597199366698	0.0390277026044988	mock_slope	10.1827873914808	Not	Significant	Significant
ENSG00000160299.17	0.0410108807753569	0.016905436333236	0.0145337516322534	mock_slope	10.1573571094688	Significant	Not	Not
ENSG00000169871.13	0.00180487478279903	0.0523251050192991	0.0477886456217714	mock_slope	10.1538771636349	Not	Significant	Significant
ENSG00000116574.6	-0.0164796321315267	-0.0397105071555844	-0.037626250133491	mock_slope	10.1532444541136	Not	Not	Significant
ENSG00000236699.9	0.0434179935744273	0.10642975225277	0.11267690487939	mock_slope	10.1473204608335	Not	Significant	Significant
ENSG00000117228.10	0.0346409333556436	0.196038447232643	0.212393552372217	mock_slope	10.1245771091493	Significant	Significant	Significant
ENSG00000204628.11	-0.0157016339419981	-0.0220583626029226	-0.0226881829185844	mock_slope	10.0943444944572	Not	Significant	Significant
ENSG00000184640.18	0.0096037209699457	-0.0358189103039257	-0.0403275913512155	mock_slope	10.085638373127	Not	Significant	Significant
ENSG00000168917.9	-0.0410061543699659	-0.00370429999445316	-7.21025193289164e-06	mock_slope	10.0833585078137	Significant	Not	Not
ENSG00000124003.12	0.0778377056100155	-0.0528918702903955	-0.0410787979374566	mock_slope	10.0736101363059	Significant	Not	Not
ENSG00000126351.12	0.0362470595233133	-0.00829554719052136	-0.012745472389005	mock_slope	10.0072595041919	Significant	Not	Not
ENSG00000110958.16	0.0224382162529506	0.00406511867425724	0.00573491477443424	mock_slope	10.0012238872396	Significant	Not	Not
ENSG00000067066.17	0.00781568167351085	0.0956914361855979	0.0876591694032878	mock_slope	9.99589788341635	Not	Significant	Significant
ENSG00000197329.12	0.0129413959589651	0.0904653081544514	0.0983787173335966	mock_slope	9.85269695781276	Not	Significant	Significant
ENSG00000221963.6	-0.00339224129978823	0.137019226735917	0.151496422135327	mock_slope	9.84100193435546	Not	Significant	Significant
ENSG00000239920.2	0.0126840436283739	0.103950246890329	0.113330671636693	mock_slope	9.80428102802985	Not	Not	Significant
ENSG00000133477.17	0.00087379142171029	-0.0451283491333041	-0.0408505353205788	mock_slope	9.7663805191642	Not	Not	Significant
ENSG00000204256.13	-0.0082041133222721	0.0485005805222079	0.0432230588708182	mock_slope	9.75994666113578	Not	Significant	Significant
ENSG00000059728.11	-0.00393851552481485	0.121456834852106	0.134534823484808	mock_slope	9.69947589598771	Not	Significant	Significant
ENSG00000161638.11	-0.00095450902869201	0.0865191350795481	0.0783068517629209	mock_slope	9.69761640050767	Not	Significant	Not
ENSG00000160710.16	0.00623689058533925	0.0621195254637921	0.0568825339253499	mock_slope	9.69329326844441	Not	Significant	Significant
ENSG00000107521.19	-0.0291630802544852	-0.0352456137353655	-0.0358737594632464	mock_slope	9.6854858840275	Not	Not	Significant
ENSG00000075651.16	0.0343981907161876	-0.00101484908253498	-0.00467196357666942	mock_slope	9.67970998262604	Significant	Not	Not
ENSG00000064115.11	0.0215620494664547	-0.00254901085976475	-0.00504715884310455	mock_slope	9.65037885770875	Significant	Not	Not
ENSG00000245532.8	-0.0265853406678903	0.0458723372803452	0.0534015493597295	mock_slope	9.6421841211174	Significant	Significant	Significant
ENSG00000198169.9	-0.0173190456387342	-0.0345863826006739	-0.0363783987698849	mock_slope	9.64110508677951	Not	Not	Significant
ENSG00000132128.16	-0.0132261457088779	-0.0316418199169618	-0.0299075873800726	mock_slope	9.62333211153054	Not	Not	Significant
ENSG00000158470.5	-0.0007262685580345	0.0485921669954523	0.05373282413729	mock_slope	9.61148473939043	Not	Significant	Significant
ENSG00000177606.6	-0.01836376418814	0.122504699225442	0.109096355996374	mock_slope	9.60100129441724	Not	Significant	Significant
ENSG00000168159.12	-0.0121539976344073	-0.0372097008393287	-0.0398286229254449	mock_slope	9.57504937019885	Not	Not	Significant
ENSG00000113758.13	-0.0067835609876858	-0.0318438115229176	-0.0294668756115916	mock_slope	9.5485173627535	Not	Significant	Significant
ENSG00000100906.10	-0.0214320138019631	0.166201934387682	0.186520809659811	mock_slope	9.44540223083394	Not	Significant	Significant
ENSG00000105835.12	-0.0274583179598043	0.0223845750403487	0.0277096633175195	mock_slope	9.3639082068854	Significant	Significant	Significant
ENSG00000033178.13	0.01679861176935	0.0327817659659098	0.0344931358432316	mock_slope	9.34402079110502	Not	Significant	Significant
ENSG00000137842.7	-0.00404029299993235	0.0644871824069647	0.0718912194905634	mock_slope	9.2863949643077	Not	Significant	Significant
ENSG00000188042.8	-0.0702347346529375	-0.110480115380447	-0.114841850019868	mock_slope	9.26717579160786	Significant	Significant	Significant
ENSG00000141068.14	-0.0374346399968587	0.143925810480991	0.126009847479611	mock_slope	9.25071097373165	Not	Not	Significant
ENSG00000121966.6	-0.0374547737380084	-0.00319436800977655	0.000521825131283314	mock_slope	9.21454186354171	Significant	Not	Not
ENSG00000169155.10	-0.00237446565185068	0.0620691655269654	0.0557304692584292	mock_slope	9.18941476559224	Not	Not	Significant
ENSG00000223768.2	-0.0110554900075411	-0.0624562303625957	-0.0573964771923537	mock_slope	9.17926694459871	Not	Not	Significant
ENSG00000235750.10	-0.0144303082829309	0.0333641974772267	0.0385815824369443	mock_slope	9.16993318141068	Not	Not	Significant
ENSG00000086548.9	-0.0600812994279385	-0.0289671043230471	-0.0255378171600802	mock_slope	9.06113890974666	Significant	Not	Not
ENSG00000200795.1	-0.0367815289851252	0.107454835302591	0.0929705376203449	mock_slope	9.02849340506106	Not	Significant	Significant
ENSG00000143033.18	0.021850832454295	0.0633077402111206	0.0591648209570916	mock_slope	9.02462797395171	Not	Significant	Significant
ENSG00000176928.6	0.00438519335052966	0.0659079425211457	0.07276764509585	mock_slope	8.99793490084598	Not	Significant	Significant
ENSG00000173193.15	0.0160168086559506	0.131429638652391	0.144455034134297	mock_slope	8.97082517083243	Not	Significant	Significant
ENSG00000087076.9	-0.0193795674334691	0.209022965812992	0.185499953068875	mock_slope	8.95681583273075	Not	Not	Significant
ENSG00000254413.8	-0.00223620018800345	0.0247497434357321	0.0220211677270688	mock_slope	8.89368196098086	Not	Significant	Significant
ENSG00000119917.14	0.0241865943847799	0.259505577428885	0.287308504541459	mock_slope	8.88056879889693	Not	Significant	Significant
ENSG00000113916.18	0.0799018246820745	0.113917213108564	0.11046386487459	mock_slope	8.88025447566778	Significant	Significant	Significant
ENSG00000161013.17	-0.0208837292078049	-0.0441861649293245	-0.0468219201127029	mock_slope	8.8494404671231	Significant	Significant	Significant
ENSG00000170345.10	0.0393185814564145	0.170197737680068	0.185273900034151	mock_slope	8.84643091373417	Not	Significant	Significant
ENSG00000169764.15	0.023288374167752	0.00793769906182458	0.00949857349480642	mock_slope	8.83282336324774	Significant	Not	Not
ENSG00000128923.11	0.0328258579131424	0.0118234939412914	0.00943924844058018	mock_slope	8.80509772058511	Significant	Not	Not
